n time_ns
4 3625
5 3125
6 2833
7 3084
8 4292
9 4333
10 4208
11 5000
12 5375
13 5667
14 6792
15 7125
16 7625
17 8750
18 9167
19 10000
20 11292
21 12083
22 12750
23 12750
24 14167
25 15041
26 15208
27 16459
28 18375
29 19208
30 20084
31 20500
32 28833
33 25209
34 21167
35 21334
36 24041
37 23709
38 25000
39 26042
40 30334
41 29541
42 29875
43 31708
44 33166
45 35459
46 34500
47 36625
48 37417
49 38709
50 40042
