n time_ns
3 583
4 417
5 459
6 458
7 542
8 1000
9 500
10 1083
11 1666
12 1750
13 2166
14 2000
15 2250
16 2458
17 2708
18 2625
19 2834
20 3958
21 4458
22 4333
23 4542
24 4667
25 5417
26 5500
27 6209
28 4625
29 6792
30 7125
31 8000
32 8000
33 9042
34 9625
35 9375
36 11375
37 10209
38 9917
39 12459
40 11125
41 11750
42 12709
43 11958
44 13875
45 13459
46 13584
47 12917
48 16000
49 16000
50 15291
