n time_ns
3 583
4 542
5 833
6 1209
7 1750
8 2667
9 3583
10 5500
11 7333
12 8041
13 10709
14 12625
15 15500
16 18667
17 22292
18 26875
19 31250
20 36125
21 49625
22 50250
23 57250
24 58250
25 66125
26 71958
27 72917
28 75917
29 84292
30 117750
31 85750
32 94083
33 90250
34 97541
35 106667
36 166542
37 165208
38 143125
39 146708
40 167917
41 262625
42 338917
43 315125
44 602792
45 223916
46 257417
47 266625
48 285250
49 288667
50 534292
