n time_ns
3 541
4 500
5 250
6 1000
7 1375
8 1500
9 1709
10 2042
11 2334
12 3000
13 3208
14 3625
15 3792
16 5000
17 5167
18 6042
19 6875
20 8458
21 8875
22 10084
23 10708
24 12625
25 13334
26 14500
27 14958
28 15375
29 16625
30 19875
31 22083
32 21500
33 25291
34 20417
35 20166
36 21791
37 23291
38 23791
39 24583
40 24916
41 26958
42 28292
43 29667
44 30833
45 32416
46 33583
47 34584
48 36583
49 36750
50 37875
